comments,image,likes,link,post_id,post_text,post_url,shared_text,shares,text,time
0,,2,,710783856399858,,https://m.facebook.com/story.php?story_fbid=573177510000151&id=114305550293751,"Escuela de Formación Política Móvil ""El Hijo del Pueblo"" was live.
Yesterday at 10:18 PM ·",0,"Escuela de Formación Política Móvil ""El Hijo del Pueblo"" was live.
Yesterday at 10:18 PM ·",
0,https://scontent.flpb1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s526x395/101249347_390997265231618_2213541447603322880_n.jpg?_nc_cat=108&_nc_sid=07e735&_nc_ohc=tt9ILKYi9I8AX8lU0KL&_nc_ht=scontent.flpb1-2.fna&_nc_tp=9&oh=78f0781cccda2377115acb1baae9c7db&oe=5EFD4C00,0,,710782526399991,Vendo hermosas tablet de 7 pulgadas sundtars se la llevo a domicilio pedido al 78104305,,,0,Vendo hermosas tablet de 7 pulgadas sundtars se la llevo a domicilio pedido al 78104305,
0,https://scontent.flpb1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/101101463_573457760270337_3698576851766083584_n.jpg?_nc_cat=108&_nc_sid=07e735&_nc_ohc=0t6PwKO09wMAX9-PK7v&_nc_ht=scontent.flpb1-2.fna&_nc_tp=3&oh=60b930005305992281b6ef69a773ee59&oe=5F0026CA,0,,710782186400025,"🏡Casa en venta de 360 mtrs.
Ubicado barrio Valparaíso kilómetro 9.
Costa de 6 habitaciones + 2 valientes grandes para negocio sobre la avenida.
Con todos los servicios básicos y papeles al día.
Ref: 78447256 wap
62045609 wap",,,0,"🏡Casa en venta de 360 mtrs.
Ubicado barrio Valparaíso kilómetro 9.
Costa de 6 habitaciones + 2 valientes grandes para negocio sobre la avenida.
Con todos los servicios básicos y papeles al día.
Ref: 78447256 wap
62045609 wap",
1,https://scontent.fvvi1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s320x320/92800945_1890538047749928_9159166158430011392_o.jpg?_nc_cat=109&_nc_sid=ca434c&_nc_ohc=MREh-37kfEoAX9biUgj&_nc_ht=scontent.fvvi1-2.fna&_nc_tp=9&oh=0c298fa19b4619cd212155c18fb5f0b4&oe=5F004ADE,0,,710750119736565,Informes al privado,,,0,Informes al privado,
0,,0,,710780759733501,,,"LA Casa Del Buen Sabor‎compra y venta de todo santa cruz
9 hrs ·
ESTE SÁBADO 6 DE JUNIO SIRVASE UNA RICA PATASCA 😋😋😋A TAN SOLO 10 BS 💵💵SE LO LLEVAMOS HASTA LA PUERTA DE SU CASA🏠 HAGA SU PEDIDO ☎76053285",0,"LA Casa Del Buen Sabor‎compra y venta de todo santa cruz
9 hrs ·
ESTE SÁBADO 6 DE JUNIO SIRVASE UNA RICA PATASCA 😋😋😋A TAN SOLO 10 BS 💵💵SE LO LLEVAMOS HASTA LA PUERTA DE SU CASA🏠 HAGA SU PEDIDO ☎76053285",
0,https://scontent.fvvi1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/102414159_2700425953510016_283836298190389248_n.jpg?_nc_cat=111&_nc_sid=ca434c&_nc_ohc=hiMdV0T-ekQAX-F3_qT&_nc_ht=scontent.fvvi1-2.fna&_nc_tp=3&oh=d88ed2631c3a9a13fd458336bbb6e1c8&oe=5F006886,0,,,ESTE SÁBADO 6 DE JUNIO SIRVASE UNA RICA PATASCA 😋😋😋A TAN SOLO 10 BS 💵💵SE LO LLEVAMOS HASTA LA PUERTA DE SU CASA🏠 HAGA SU PEDIDO ☎76053285,,,0,ESTE SÁBADO 6 DE JUNIO SIRVASE UNA RICA PATASCA 😋😋😋A TAN SOLO 10 BS 💵💵SE LO LLEVAMOS HASTA LA PUERTA DE SU CASA🏠 HAGA SU PEDIDO ☎76053285,
0,,0,,710779773066933,,,"LA Casa Del Buen Sabor‎compra y venta de todo santa cruz
9 hrs ·
ESTE SÁBADO 6 DE JUNIO SIRVASE UNA RICA PATASCA 😋😋😋A TAN SOLO 10 BS 💵💵SE LO LLEVAMOS HASTA LA PUERTA DE SU CASA🏠 HAGA SU PEDIDO ☎76053285",0,"LA Casa Del Buen Sabor‎compra y venta de todo santa cruz
9 hrs ·
ESTE SÁBADO 6 DE JUNIO SIRVASE UNA RICA PATASCA 😋😋😋A TAN SOLO 10 BS 💵💵SE LO LLEVAMOS HASTA LA PUERTA DE SU CASA🏠 HAGA SU PEDIDO ☎76053285",
0,https://scontent.fvvi1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/102414159_2700425953510016_283836298190389248_n.jpg?_nc_cat=111&_nc_sid=ca434c&_nc_ohc=hiMdV0T-ekQAX-F3_qT&_nc_ht=scontent.fvvi1-2.fna&_nc_tp=3&oh=d88ed2631c3a9a13fd458336bbb6e1c8&oe=5F006886,0,,,ESTE SÁBADO 6 DE JUNIO SIRVASE UNA RICA PATASCA 😋😋😋A TAN SOLO 10 BS 💵💵SE LO LLEVAMOS HASTA LA PUERTA DE SU CASA🏠 HAGA SU PEDIDO ☎76053285,,,0,ESTE SÁBADO 6 DE JUNIO SIRVASE UNA RICA PATASCA 😋😋😋A TAN SOLO 10 BS 💵💵SE LO LLEVAMOS HASTA LA PUERTA DE SU CASA🏠 HAGA SU PEDIDO ☎76053285,
1,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s320x320/98597404_10221963349734246_3492603534648541184_n.jpg?_nc_cat=101&_nc_sid=ca434c&_nc_ohc=EqAy9aJVWG0AX8I5a52&_nc_ht=scontent.flpb1-1.fna&_nc_tp=9&oh=e36a41f33ac4efb78a73902532e17dec&oe=5EFDBD27,6,,,"Comunicado:
-Daremos inicio a una nueva Etapa de Nuestro Grupo TRABAJOS SANTA CRUZ
-Desde Ahora :.
Para los Multiniveles como ser:
OGA NETWORK, SION, RACCO, HINODE, YAMBAL, SETYU, NATURA, HERBALIFE, LIBERTAD FINANCIERA, FORLIFE, NATURALGO, WIN, WINGS, UMBRELLA, INTENSE LIFE, RICH CLUB, BLACk DIAMOND, DXN, VIDA DIVINA, GREEN MEDICAL, ORGANOBOL, NAOW entre otros mas ... Y plataformas.
Se un cupo limitado para poder publicar, dando este mes de plazo para que publiquen solo los que sean autorizados, pasando este mes de febrero solo publicaran los que tengan cupos y los que esten autorizados
Para pedir su CUPO comunicarse al
📱60848157
SI PUBLICAN SIN CUPO:
❌SE ELIMINARA SU PUBLICACION
❌SE ELIMINARA SU PARTICIPACION EN EL GRUPO
❌SE BLOQUARA DEL GRUPO
Para pedir su CUPO comunicarse al
📱60848157",,,2,"Comunicado:
-Daremos inicio a una nueva Etapa de Nuestro Grupo TRABAJOS SANTA CRUZ
-Desde Ahora :.
Para los Multiniveles como ser:
OGA NETWORK, SION, RACCO, HINODE, YAMBAL, SETYU, NATURA, HERBALIFE, LIBERTAD FINANCIERA, FORLIFE, NATURALGO, WIN, WINGS, UMBRELLA, INTENSE LIFE, RICH CLUB, BLACk DIAMOND, DXN, VIDA DIVINA, GREEN MEDICAL, ORGANOBOL, NAOW entre otros mas ... Y plataformas.
Se un cupo limitado para poder publicar, dando este mes de plazo para que publiquen solo los que sean autorizados, pasando este mes de febrero solo publicaran los que tengan cupos y los que esten autorizados
Para pedir su CUPO comunicarse al
📱60848157
SI PUBLICAN SIN CUPO:
❌SE ELIMINARA SU PUBLICACION
❌SE ELIMINARA SU PARTICIPACION EN EL GRUPO
❌SE BLOQUARA DEL GRUPO
Para pedir su CUPO comunicarse al
📱60848157",
0,https://scontent.flpb1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/102726014_707851490053878_308909595709931520_o.jpg?_nc_cat=108&_nc_sid=07e735&_nc_ohc=f7S9Qv4ceCgAX9jB8QR&_nc_ht=scontent.flpb1-2.fna&_nc_tp=3&oh=be84ed1d764b766e6c63b2a263b40c82&oe=5F00F560,0,,710779319733645,Botellon de oxigeno Americano USA,,,0,Botellon de oxigeno Americano USA,
43,,8,,709044199907157,"#trabajo
#serio
Se solicita personal
Solo chicas por el momento con ganas de trabajar buena precencia y deficada al trabajo
Medio tiempo o tiemplo completo turno mañana o tarde (especificar)
Seguro medico
Beneficios sociales
Interesadas mandar imbox",,,0,"#trabajo
#serio
Se solicita personal
Solo chicas por el momento con ganas de trabajar buena precencia y deficada al trabajo
Medio tiempo o tiemplo completo turno mañana o tarde (especificar)
Seguro medico
Beneficios sociales
Interesadas mandar imbox",
3,https://scontent.flpb1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p320x320/102829138_136561761360271_1055326352854482944_o.jpg?_nc_cat=107&_nc_sid=ca434c&_nc_ohc=s2hsXEYoHDkAX9oB9Jb&_nc_ht=scontent.flpb1-2.fna&_nc_tp=3&oh=1fa57d161d2be3528c843056aead958e&oe=5EFF3044,6,,710759336402310,,,"Ricardo Centellas‎ELECCIONES GENERALES BOLIVIA 🇧🇴 2020
6 hrs ·",3,"Ricardo Centellas‎ELECCIONES GENERALES BOLIVIA 🇧🇴 2020
6 hrs ·",
0,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-9/cp0/e15/q65/s851x315/101940197_820586675134110_261904752068001792_o.jpg?_nc_cat=100&_nc_sid=07e735&_nc_ohc=UtZtkKJZRfkAX-NGdTq&_nc_ht=scontent.flpb1-1.fna&_nc_tp=9&oh=52daa259cb4ecbeae31170177f74751c&oe=5EFE4300,1,,710771393067771,,,,0,,
1,,1,,710132753131635,,https://m.facebook.com/story.php?story_fbid=1466895316818631&id=564475283727310,"Camba e bierda
June 1 at 8:06 PM ·
Donde yo conocí a anonymus'",0,"Camba e bierda
June 1 at 8:06 PM ·
Donde yo conocí a anonymus'",
0,https://scontent.flpb1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s320x320/102429199_102458724837168_8828371870395924480_o.jpg?_nc_cat=108&_nc_sid=ca434c&_nc_ohc=p3s0NuyQ5vgAX9N0Oi4&_nc_ht=scontent.flpb1-2.fna&_nc_tp=9&oh=9dec872624a4bc0273b2716e25e51e9d&oe=5F00C3E5,0,,710769099734667,"URGENTE! Se necesita técnico con amplia experiencia en la reparación de computadoras portátiles, celulares y tablets. Con buenas referencias laborales. Sueldo fijo. 8 horas de trabajo. WhatsApp: 62079217",,,0,"URGENTE! Se necesita técnico con amplia experiencia en la reparación de computadoras portátiles, celulares y tablets. Con buenas referencias laborales. Sueldo fijo. 8 horas de trabajo. WhatsApp: 62079217",
0,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/101962464_144133387217425_4682068094183538688_n.jpg?_nc_cat=101&_nc_sid=07e735&_nc_ohc=-Dj5fVRyVsIAX-U1-dc&_nc_ht=scontent.flpb1-1.fna&_nc_tp=3&oh=ccc5578aae5d8f02bfc50511abbdb251&oe=5F00F717,0,https://wa.me/59175328666,710767666401477,"ESTAMOS 🔶 TRABAJANDO EN 🔶 HORARIO 🔻 NORMAL❎ HAS TU RESERVA LOS 7 DIA DE LA SEMANA 📲 PIDE TU Transporte dale Clik en el enlace ✅
📶👉 https://wa.me/59175328666 ⛔
🔺SERVICIO DE TRANSPORTE Y MUDANZAS.
🏠CASAS, OFICINAS _ MERCADERIAS ,EMPRESAS
TENEMOS 🚛 CAMIONES 🚛 todo TAMAÑO 🔴furgon y rampla 💪 ayudantes 💪 cargadores
👉VIAJES Y SERVICIO DE EMBALAJES ✅
👉 Celular 📲 WHATSAPP 👉 75328666",,,0,"ESTAMOS 🔶 TRABAJANDO EN 🔶 HORARIO 🔻 NORMAL❎ HAS TU RESERVA LOS 7 DIA DE LA SEMANA 📲 PIDE TU Transporte dale Clik en el enlace ✅
📶👉 https://wa.me/59175328666 ⛔
🔺SERVICIO DE TRANSPORTE Y MUDANZAS.
🏠CASAS, OFICINAS _ MERCADERIAS ,EMPRESAS
TENEMOS 🚛 CAMIONES 🚛 todo TAMAÑO 🔴furgon y rampla 💪 ayudantes 💪 cargadores
👉VIAJES Y SERVICIO DE EMBALAJES ✅
👉 Celular 📲 WHATSAPP 👉 75328666",
0,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/102704939_601976424080051_4780887930090553344_n.jpg?_nc_cat=104&_nc_sid=07e735&_nc_ohc=paxJEVAxzv0AX_4N6ug&_nc_ht=scontent.flpb1-1.fna&_nc_tp=3&oh=4c67f91ed3ba9bccd94c8b92909de721&oe=5EFEEF48,0,,710762776401966,"Se venden e instalan motores electricos a control remoto para portones
Corredizo... elevadizo.... 2 hojas
Con garantia .... ind.. brazilera
Se hace mantenimiento
Info... 755....477....23",,,0,"Se venden e instalan motores electricos a control remoto para portones
Corredizo... elevadizo.... 2 hojas
Con garantia .... ind.. brazilera
Se hace mantenimiento
Info... 755....477....23",
1,,19,,710751916403052,,https://m.facebook.com/story.php?story_fbid=3063130027084096&id=1076619242401861,"La Paz OMG
June 1 at 6:50 PM ·",12,"La Paz OMG
June 1 at 6:50 PM ·",
0,,0,,,,https://m.facebook.com/story.php?story_fbid=3063130027084096&id=1076619242401861,,0,,
37,,29,,709312356547008,,,,20,,
0,https://scontent.fvvi1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/101858829_577462613174913_4363504872281079808_o.jpg?_nc_cat=110&_nc_sid=07e735&_nc_ohc=ekQy292wIQwAX8_gPz-&_nc_ht=scontent.fvvi1-1.fna&_nc_tp=3&oh=05b4dd953b164d8c75e23ee73c1f2d07&oe=5F0034DC,0,,710760379735539,"Local 276 en venta, mercado Santa Cruz Sur ingresando a los Lotes Av Santos Dumomt pasando el.6to anillo... tienda en venta
Sector en medio cerca la comida
Para snack o ropa
Cel 60949200 watsapp charlable",,,0,"Local 276 en venta, mercado Santa Cruz Sur ingresando a los Lotes Av Santos Dumomt pasando el.6to anillo... tienda en venta
Sector en medio cerca la comida
Para snack o ropa
Cel 60949200 watsapp charlable",
1,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p228x119/101059271_686574875521828_4604921277432463360_o.jpg?_nc_cat=104&_nc_sid=07e735&_nc_ohc=0BaFvN64u9YAX-TMb0d&_nc_ht=scontent.flpb1-1.fna&_nc_tp=3&oh=850b7b5b4eefda006e59086ee18aaef6&oe=5EFEC1D6,0,,710646243080286,"Vendo Huawei G8 BUEN ESTADO
de 16gb memoria y 2 de RAM
Con huella táctil
Precio 650bs
Wap 69120141",,,0,"Vendo Huawei G8 BUEN ESTADO
de 16gb memoria y 2 de RAM
Con huella táctil
Precio 650bs
Wap 69120141",
0,,1,,710755766402667,para que se diviertan un poco,https://m.facebook.com/story.php?story_fbid=133835641643142&id=103195824707124,"GutiMemes
Yesterday at 7:15 PM ·
#ANONYMUS HA HABLADO!😨🤣🤣 QUE #MAYTE_FLORES QUE COSA ?🤣🤣🤣🤣",0,"para que se diviertan un poco
GutiMemes
Yesterday at 7:15 PM ·
#ANONYMUS HA HABLADO!😨🤣🤣 QUE #MAYTE_FLORES QUE COSA ?🤣🤣🤣🤣",
0,https://scontent.flpb1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/101847094_102446554838385_8251835853085605888_n.jpg?_nc_cat=107&_nc_sid=07e735&_nc_ohc=JYSjCv_Y_BsAX-_MiVN&_nc_ht=scontent.flpb1-2.fna&_nc_tp=3&oh=340dd43c91f961340640edd7550a9767&oe=5EFF3CE9,0,,710755503069360,"😭💔LAS ÚLTIMAS! QUEDAN POCAS! 💻COMPUTADORAS PORTÁTILES💻 HP y Lenovo: NUEVAS, ORIGINALES y CON GARANTÍA DE 1 AÑO EN BOLIVIA🇧🇴! DISTRIBUIDOR MAYORISTA AUTORIZADO🌎! 👇(*leer más*) 👇
Whatsapp: 77781679 o 79588946
Facebook: La tienda del pueblo
🚖🛵Entregas a domicilio (DELIVERY) y atención en nuestras tiendas de lunes a domingo de 08:30 a 16:30🛒🚚🏣:
💲SANTA CRZ: Calle Junín #177. Shopping Bonanza, Local #66 (La tienda del pueblo). A media cuadra de la Plaza 24 de septiembre. Ingresando por el pasillo de Joyería Andrea, al fondo.
💲LA PAZ: Av. Perú. Frente a la Estación Central (Teleférico Rojo). Centro Comercial Mundial. 1er. Piso. Local #26.
2590bs. = HP 14 Z3 (HP original + garantía 1 año) …",,,0,"😭💔LAS ÚLTIMAS! QUEDAN POCAS! 💻COMPUTADORAS PORTÁTILES💻 HP y Lenovo: NUEVAS, ORIGINALES y CON GARANTÍA DE 1 AÑO EN BOLIVIA🇧🇴! DISTRIBUIDOR MAYORISTA AUTORIZADO🌎! 👇(*leer más*) 👇
Whatsapp: 77781679 o 79588946
Facebook: La tienda del pueblo
🚖🛵Entregas a domicilio (DELIVERY) y atención en nuestras tiendas de lunes a domingo de 08:30 a 16:30🛒🚚🏣:
💲SANTA CRZ: Calle Junín #177. Shopping Bonanza, Local #66 (La tienda del pueblo). A media cuadra de la Plaza 24 de septiembre. Ingresando por el pasillo de Joyería Andrea, al fondo.
💲LA PAZ: Av. Perú. Frente a la Estación Central (Teleférico Rojo). Centro Comercial Mundial. 1er. Piso. Local #26.
2590bs. = HP 14 Z3 (HP original + garantía 1 año) …",
0,https://scontent.fvvi1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/101926826_147662266877559_8255085275017904128_n.jpg?_nc_cat=110&_nc_sid=110474&_nc_ohc=T83Rgbk1oVoAX-rM9Ig&_nc_ht=scontent.fvvi1-1.fna&_nc_tp=14&oh=69e544d4c6902ca8a6719b29440b179f&oe=5EFFF6D1,1,,710752066403037,,https://m.facebook.com/story.php?story_fbid=147662280210891&id=107408327569620,"Soy Bolivia
9 hrs ·
😪 MALAS NOTICIAS PARA LA LLAJTA 😢
Trenes del #TrenMetropolitano de #Cochabamba ya tienen fecha de subasta en #Iquique
Así lo informó #DomingoGarcía, gerente de la Asociación Accidental Tunari. Aseguró que el Gobierno nacional no ha pagado las planillas adeudadas a su empresa por un monto superior a los 200 millones de Bs.
García también señaló que no reanudaron trabajos en las líneas del proyecto y que sólo están cumpliendo trabajos de emergencia para evitar el daño de cierta infraestructura. Hay tres trenes en el puerto de Iquique que tienen como fecha de subasta el 6 de septiembre.
Via: Diego Viamont",0,"Soy Bolivia
9 hrs ·
😪 MALAS NOTICIAS PARA LA LLAJTA 😢
Trenes del #TrenMetropolitano de #Cochabamba ya tienen fecha de subasta en #Iquique
Así lo informó #DomingoGarcía, gerente de la Asociación Accidental Tunari. Aseguró que el Gobierno nacional no ha pagado las planillas adeudadas a su empresa por un monto superior a los 200 millones de Bs.
García también señaló que no reanudaron trabajos en las líneas del proyecto y que sólo están cumpliendo trabajos de emergencia para evitar el daño de cierta infraestructura. Hay tres trenes en el puerto de Iquique que tienen como fecha de subasta el 6 de septiembre.
Via: Diego Viamont",
0,,0,,710749496403294,Se pasan de verdad,https://m.facebook.com/story.php?story_fbid=3030685260357658&id=100002486415169,"Jaz J. Condori Canaviri shared a post.
7 hrs ·
Andres Coro Rodriguez
8 hrs ·
Bueno qeridos autoridades quiero derigirme a los autoridades de la comunidad el bisito por favor basta de atropello en nuestra propia casa miren como lo acen sufrir a un comunario y es de la tercera edad en tanta lluvia esto es por donde su casa de don marcelino fajardo como entrando donde Pedro Ruiz por favor basta de tanto robo y aprovechando la pandemia ya es de buen tamaño se aprovechan con el sufrimiento de la gente pobre",0,"Se pasan de verdad
Jaz J. Condori Canaviri shared a post.
7 hrs ·
Andres Coro Rodriguez
8 hrs ·
Bueno qeridos autoridades quiero derigirme a los autoridades de la comunidad el bisito por favor basta de atropello en nuestra propia casa miren como lo acen sufrir a un comunario y es de la tercera edad en tanta lluvia esto es por donde su casa de don marcelino fajardo como entrando donde Pedro Ruiz por favor basta de tanto robo y aprovechando la pandemia ya es de buen tamaño se aprovechan con el sufrimiento de la gente pobre",
0,,0,,,,https://m.facebook.com/story.php?story_fbid=3030685260357658&id=100002486415169,"Andres Coro Rodriguez
8 hrs ·
Bueno qeridos autoridades quiero derigirme a los autoridades de la comunidad el bisito por favor basta de atropello en nuestra propia casa miren como lo acen sufrir a un comunario y es de la tercera edad en tanta lluvia esto es por donde su casa de don marcelino fajardo como entrando donde Pedro Ruiz por favor basta de tanto robo y aprovechando la pandemia ya es de buen tamaño se aprovechan con el sufrimiento de la gente pobre",0,"Andres Coro Rodriguez
8 hrs ·
Bueno qeridos autoridades quiero derigirme a los autoridades de la comunidad el bisito por favor basta de atropello en nuestra propia casa miren como lo acen sufrir a un comunario y es de la tercera edad en tanta lluvia esto es por donde su casa de don marcelino fajardo como entrando donde Pedro Ruiz por favor basta de tanto robo y aprovechando la pandemia ya es de buen tamaño se aprovechan con el sufrimiento de la gente pobre",
0,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/101495329_10158515438241913_2231798043613593600_n.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=3tXHNTnIwcMAX8lDx2p&_nc_ht=scontent.flpb1-1.fna&_nc_tp=3&oh=53433a50adf341ba31c11d2b3ce4fb45&oe=5EFDBAD0,0,https://wa.me/59170804509,710747393070171,"https://wa.me/59170804509.
Estamos trabajando 70804509 o whatsap salimos por las mañanas servicio de
🔑Apertura de candados🔓 chapas🏠 vehículo. 🚘🚛🚚
🔑Carcasa
🔑pilas
🔑Programacion de llaves con chip para todas las marcas
🔑. 70804509 o whatsap 🕸️7️⃣0️⃣8️⃣0️⃣4️⃣5️⃣0️⃣9️⃣
Trabajo a domicilio",,,0,"https://wa.me/59170804509.
Estamos trabajando 70804509 o whatsap salimos por las mañanas servicio de
🔑Apertura de candados🔓 chapas🏠 vehículo. 🚘🚛🚚
🔑Carcasa
🔑pilas
🔑Programacion de llaves con chip para todas las marcas
🔑. 70804509 o whatsap 🕸️7️⃣0️⃣8️⃣0️⃣4️⃣5️⃣0️⃣9️⃣
Trabajo a domicilio",
0,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/101736619_10158515436591913_8537494480129884160_n.jpg?_nc_cat=105&_nc_sid=07e735&_nc_ohc=AplFJjdKZecAX9GS3NL&_nc_ht=scontent.flpb1-1.fna&_nc_tp=3&oh=3ca0d37af6134185995d76872ecf3539&oe=5EFE79BD,0,https://wa.me/59170804509,710747136403530,"https://wa.me/59170804509.
Estamos trabajando 70804509 o whatsap salimos por las mañanas servicio de
🔑Apertura de candados🔓 chapas🏠 vehículo. 🚘🚛🚚
🔑Carcasa
🔑pilas
🔑Programacion de llaves con chip para todas las marcas
🔑. 70804509 o whatsap 🕸️7️⃣0️⃣8️⃣0️⃣4️⃣5️⃣0️⃣9️⃣
Trabajo a domicilio",,,0,"https://wa.me/59170804509.
Estamos trabajando 70804509 o whatsap salimos por las mañanas servicio de
🔑Apertura de candados🔓 chapas🏠 vehículo. 🚘🚛🚚
🔑Carcasa
🔑pilas
🔑Programacion de llaves con chip para todas las marcas
🔑. 70804509 o whatsap 🕸️7️⃣0️⃣8️⃣0️⃣4️⃣5️⃣0️⃣9️⃣
Trabajo a domicilio",
0,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p320x320/101826720_106591521086123_8059872255431147520_o.jpg?_nc_cat=101&_nc_sid=ca434c&_nc_ohc=xQxJEd2e7hoAX8F01QK&_nc_ht=scontent.flpb1-1.fna&_nc_tp=3&oh=76c9b4d8f1d3f32907c5afcc57874278&oe=5EFFB518,0,,710746799736897,,,,0,,
0,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/101387758_10223578510230329_7473259780987944960_n.jpg?_nc_cat=101&_nc_sid=07e735&_nc_ohc=KJnSVsDGTYQAX_xKDIU&_nc_ht=scontent.flpb1-1.fna&_nc_tp=3&oh=a1a49548683b71fb59db6aa74bbed141&oe=5EFDE068,0,,710742363070674,"Servicio de jardinería en general ,aquí este grupo de venezolanos emprendedores en la ciudad de santa cruz. WhatsApp 77374174",,,0,"Servicio de jardinería en general ,aquí este grupo de venezolanos emprendedores en la ciudad de santa cruz. WhatsApp 77374174",
1,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s320x320/98597404_10221963349734246_3492603534648541184_n.jpg?_nc_cat=101&_nc_sid=ca434c&_nc_ohc=EqAy9aJVWG0AX8I5a52&_nc_ht=scontent.flpb1-1.fna&_nc_tp=9&oh=e36a41f33ac4efb78a73902532e17dec&oe=5EFDBD27,6,,,"Comunicado:
-Daremos inicio a una nueva Etapa de Nuestro Grupo TRABAJOS SANTA CRUZ
-Desde Ahora :.
Para los Multiniveles como ser:
OGA NETWORK, SION, RACCO, HINODE, YAMBAL, SETYU, NATURA, HERBALIFE, LIBERTAD FINANCIERA, FORLIFE, NATURALGO, WIN, WINGS, UMBRELLA, INTENSE LIFE, RICH CLUB, BLACk DIAMOND, DXN, VIDA DIVINA, GREEN MEDICAL, ORGANOBOL, NAOW entre otros mas ... Y plataformas.
Se un cupo limitado para poder publicar, dando este mes de plazo para que publiquen solo los que sean autorizados, pasando este mes de febrero solo publicaran los que tengan cupos y los que esten autorizados
Para pedir su CUPO comunicarse al
📱60848157
SI PUBLICAN SIN CUPO:
❌SE ELIMINARA SU PUBLICACION
❌SE ELIMINARA SU PARTICIPACION EN EL GRUPO
❌SE BLOQUARA DEL GRUPO
Para pedir su CUPO comunicarse al
📱60848157",,,2,"Comunicado:
-Daremos inicio a una nueva Etapa de Nuestro Grupo TRABAJOS SANTA CRUZ
-Desde Ahora :.
Para los Multiniveles como ser:
OGA NETWORK, SION, RACCO, HINODE, YAMBAL, SETYU, NATURA, HERBALIFE, LIBERTAD FINANCIERA, FORLIFE, NATURALGO, WIN, WINGS, UMBRELLA, INTENSE LIFE, RICH CLUB, BLACk DIAMOND, DXN, VIDA DIVINA, GREEN MEDICAL, ORGANOBOL, NAOW entre otros mas ... Y plataformas.
Se un cupo limitado para poder publicar, dando este mes de plazo para que publiquen solo los que sean autorizados, pasando este mes de febrero solo publicaran los que tengan cupos y los que esten autorizados
Para pedir su CUPO comunicarse al
📱60848157
SI PUBLICAN SIN CUPO:
❌SE ELIMINARA SU PUBLICACION
❌SE ELIMINARA SU PARTICIPACION EN EL GRUPO
❌SE BLOQUARA DEL GRUPO
Para pedir su CUPO comunicarse al
📱60848157",
0,https://scontent.flpb1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s320x320/102704951_2700519193500692_8040259218554486784_n.jpg?_nc_cat=102&_nc_sid=ca434c&_nc_ohc=wyWdD57L0f8AX8EdSEO&_nc_ht=scontent.flpb1-1.fna&_nc_tp=9&oh=85453fad476f645f47f953fc24a092fa&oe=5EFFEB77,1,,710741543070756,HAGA SU PEDIDO ESTE DOMINGO DE UN RICO FRICASE 😋😋😋A TAN SOLO 15 BS💵💵 SE LO LLEVAMOS HASTA SU DOMICILIO 🏍🏍🏠🏠 RESERVE SU PLATO 76053285 ☎☎,,,0,HAGA SU PEDIDO ESTE DOMINGO DE UN RICO FRICASE 😋😋😋A TAN SOLO 15 BS💵💵 SE LO LLEVAMOS HASTA SU DOMICILIO 🏍🏍🏠🏠 RESERVE SU PLATO 76053285 ☎☎,
